pasos,ep_rew_mean
7824505,900.3
7830396,844.4
7836926,877.85
7843049,869.75
7849064,867.45
7854628,889.35
7861799,888.0
7868112,899.6
7874441,936.7
7881172,952.25
7887280,951.9
7893250,921.5
7899344,905.05
7906068,931.3
7912437,932.2
7918070,929.9
7924827,912.5
7930674,900.15
7936364,882.75
7941999,889.3
7948955,885.15
7955162,908.65
7961526,926.2
7967670,946.95
7973619,900.75
7979200,891.25
7985930,886.85
7991881,869.3
7999823,942.8
